ResponseId,StartDate,Finished,Duration_secs,Role_code,Role_label,Role_original,Tools_text,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_usage,Q22_openness_self,Q23_positive_effect,Q24_team_openness,Q25_difficulty,BirthYear,Age_2022,YrsAtOrigin,YrsInEnergy,Education_code,Education_ordinal,Education_label,Gender_code,Gender_label,domain_Data_Analytics,domain_Comm_Collab,domain_Safety_Security,domain_Ethics_Responsibility,domain_Digital_Innovation,domain_Coding
R_3Mu1iXFLztSmylb,2022-11-17,1,294,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,1973,49,11.0,11.0,2,3,Bachelor's,1,Male,3.5,3.25,4.0,3.6667,2.3333,3.0
R_3GrWDzFNVy9mLES,2022-11-17,1,322,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1981,41,9.0,13.0,2,3,Bachelor's,4,Prefer not to say,2.5,3.0,3.3333,2.6667,2.0,1.0
R_3DcCvgXIqfh1yJS,2022-11-17,1,1650,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,,9.0,14.0,5,,Other,1,Male,3.25,3.75,3.3333,2.6667,2.6667,2.0
R_1oAzhL9dxMdzWRm,2022-11-17,1,356,6,Graduate,Digital/Data/Technology,Other,5.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,6.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,1960,62,1.0,3.0,2,3,Bachelor's,1,Male,4.75,4.75,4.6667,3.0,5.0,6.0
R_5C6CB5m5Ta8bXLb,2022-11-17,1,1153,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1975,47,1.0,16.0,2,3,Bachelor's,2,Female,3.25,3.0,3.3333,3.0,2.6667,2.0
R_27VahbE34uIinTW,2022-11-17,1,533,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,4.0,3.0,6.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,1973,49,11.0,25.0,7,2,Trade/professional cert,1,Male,5.0,4.75,4.3333,3.3333,4.6667,2.0
R_10xFrl5p3jTljtN,2022-11-15,1,147401,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,6.0,6.0,6.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1989,33,,11.0,3,4,Master's,1,Male,2.75,3.25,5.6667,3.0,3.0,3.0
R_2YoahqZwC1fVlpo,2022-11-17,1,371,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1974,48,4.0,4.0,2,3,Bachelor's,2,Female,5.5,5.75,5.3333,2.6667,5.6667,4.0
R_2X1JNhAO4PXN1ya,2022-11-17,1,484,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Other",1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,1982,40,14.0,15.0,2,3,Bachelor's,1,Male,1.75,2.5,3.3333,2.0,3.0,1.0
R_2CjM1LDenVLhfaN,2022-11-17,1,410,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,1990,32,9.0,9.0,7,2,Trade/professional cert,2,Female,3.25,3.75,3.0,2.0,2.3333,1.0
R_24JbeLRGu1ECvry,2022-11-17,1,464,6,Graduate,Commercial,"Microsoft Excel, Word, or PowerPoint",2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,1980,42,1.0,1.0,3,4,Master's,2,Female,2.25,2.5,3.3333,2.3333,2.0,2.0
R_cFIIJYEzFQQWO09,2022-11-17,1,376,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",3.0,2.0,3.0,6.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,1986,36,11.5,11.5,2,3,Bachelor's,2,Female,3.5,2.5,3.3333,2.6667,2.6667,1.0
R_2TFxZ5YQnLeedtJ,2022-11-17,1,319,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,1973,49,9.0,9.0,6,,Prefer not to say,1,Male,3.0,3.0,3.0,3.0,2.3333,1.0
R_3e9tcDjFFTE8C3b,2022-11-17,1,1037,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,3.0,2.0,4.0,1984,38,1.0,18.0,7,2,Trade/professional cert,1,Male,6.0,5.5,5.6667,5.0,6.0,5.0
R_2WChgMZgennSCGM,2022-11-18,1,410,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,1984,38,3.0,14.0,3,4,Master's,1,Male,4.5,4.75,4.3333,3.6667,3.0,3.0
R_2DS4LDDnp0C6mwY,2022-11-18,1,680,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,,,,8.0,8.0,6,,Prefer not to say,4,Prefer not to say,1.5,2.0,1.3333,1.5,1.0,1.0
R_eV4N4vbwxn0SMRX,2022-11-18,1,363,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,1984,38,5.0,10.0,7,2,Trade/professional cert,1,Male,3.25,2.75,3.6667,3.3333,3.6667,2.0
R_dol9lKkoIod5mal,2022-11-18,1,382,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,1980,42,14.0,25.0,3,4,Master's,2,Female,2.0,1.0,2.3333,1.6667,1.0,1.0
R_ub2AzVTohU421RT,2022-11-20,1,3919,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1986,36,11.0,14.0,7,2,Trade/professional cert,1,Male,3.0,4.25,2.6667,2.0,2.3333,3.0
R_3ssSMpeFvtT4pIu,2022-11-20,1,643,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1993,29,8.0,10.0,7,2,Trade/professional cert,1,Male,2.0,3.25,3.0,2.0,2.6667,1.0
R_22mJKZO86pJdfCJ,2022-11-20,1,2173,7,Other,Other,"MyDay, Tableau, PI Vision, or Spotfire",4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,6.0,,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,,,9.0,9.0,7,2,Trade/professional cert,4,Prefer not to say,4.0,3.5,6.0,5.3333,3.0,1.0
R_UQJ1A2eOfNGU18d,2022-11-20,1,588,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,1985,37,12.0,12.0,2,3,Bachelor's,2,Female,3.5,3.0,2.6667,2.6667,2.3333,1.0
R_3soKyI0od2t3nCV,2022-11-20,1,275,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,1968,54,3.0,10.0,3,4,Master's,2,Female,2.5,2.75,2.6667,3.0,3.6667,1.0
R_3Eb62MlEUiotZdZ,2022-11-20,1,28871,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",2.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,1977,45,8.0,8.0,3,4,Master's,2,Female,4.5,4.0,4.0,2.6667,3.0,1.0
R_2QyrYS1rGcnfqVX,2022-11-21,1,2182,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,,1979,43,4.0,17.0,2,3,Bachelor's,1,Male,3.5,4.0,3.3333,2.0,2.3333,2.0
R_205JneLGeKoBSaB,2022-11-21,1,700,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",1.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1976,46,8.0,25.0,2,3,Bachelor's,2,Female,4.0,3.75,3.3333,2.6667,1.6667,1.0
R_T78Rdfa84BeoYcF,2022-11-21,1,590,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",5.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,6.0,4.0,4.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,,,10.0,10.0,5,,Other,2,Female,4.75,4.5,4.6667,6.0,3.0,4.0
R_2Va9Mui8ttOkFQp,2022-11-21,1,531,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",2.0,2.0,3.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,1988,34,4.0,4.0,2,3,Bachelor's,1,Male,2.75,3.5,4.0,3.0,3.3333,3.0
R_2zZTOk4aodtcVia,2022-11-21,1,1361,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",1.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,1962,60,21.0,38.0,3,4,Master's,1,Male,2.75,2.5,4.0,2.6667,1.3333,1.0
R_1JQrUCJ7VO8ocwI,2022-11-22,1,643,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,1990,32,10.0,10.0,1,1,High school,1,Male,4.5,5.0,4.3333,2.6667,3.6667,5.0
R_3dQSEqDjFsZIQl0,2022-11-22,1,374,5,Digital/Data/Technology,Digital/Data/Technology,"MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,1971,51,8.0,14.0,2,3,Bachelor's,1,Male,5.75,6.0,5.3333,5.3333,5.6667,6.0
R_1mQWibanGQVhyqO,2022-11-15,0,123,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",2.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6667,,,,,
R_1KqXDQbv0n8oVd3,2022-11-15,0,144,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,
R_2OPkSVgOQU0OhDK,2022-11-15,0,43,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cBm0MIkXYrlYHSN,2022-11-15,0,143,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,5.0,6.0,5.0,4.6667,4.5,
R_AI1DGuWhwArduA9,2022-11-15,0,39,7,Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2f7MA4hRQJgJfAX,2022-11-15,0,281,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.6667,,,
R_2t9YgtChssaQQR9,2022-11-15,0,42,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kv2clW2obiYTKO,2022-11-15,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1dhnzliEDYDuxcE,2022-11-15,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3L0kjnwvOSWZUMC,2022-11-15,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2WMDjBAYTUTbHCF,2022-11-15,0,1263,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,5.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.0,,,,
R_06R2SsCbLITX9ND,2022-11-22,1,719,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Other",3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,1985,37,,10.0,2,3,Bachelor's,1,Male,3.25,3.75,4.3333,3.3333,3.0,4.0
R_2uDTWe8drV8SaYE,2022-11-15,0,64,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3EHmhQIlsdZPajv,2022-11-15,0,80,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3iqgfqWpGPaIT77,2022-11-15,0,1595,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.75,4.5,4.0,,,
R_3oGUXsOHHvYrEiN,2022-11-15,0,245,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
R_3nIr4wZNwOkXgbc,2022-11-15,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2D2pRSBXkEsooz2,2022-11-15,0,460,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,2.0,3.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.0,,,,
R_DOXbQEUHoGP39oR,2022-11-15,0,1740,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,2.5,2.5,3.6667,3.0,,
R_1JPhszWBupT6Cbj,2022-11-22,1,349,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,1987,35,10.0,15.0,7,2,Trade/professional cert,1,Male,2.25,3.25,3.3333,2.3333,1.6667,2.0
R_33ptdDQ7SI2VXO1,2022-11-15,0,146,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.25,3.0,2.3333,1.6667,,
R_UllQHT6XrYXIEwh,2022-11-15,0,139,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cXS7db4KcqHXToZ,2022-11-15,0,61151,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,
R_3hu8bb4LRAZvW81,2022-11-16,0,229,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
R_3DoR1484d2K0VOh,2022-11-23,1,549,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1963,59,14.0,14.0,7,2,Trade/professional cert,1,Male,2.75,2.75,3.0,3.3333,1.6667,1.0
R_5yVjMwMlTSORIbL,2022-11-16,0,121,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,4.0,3.0,5.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,5.0,,,,
R_3Ear1XknzJFZvEy,2022-11-16,0,2269,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,5.0,3.75,3.0,2.3333,3.0,
R_2AKk4jbFNmjyAoD,2022-11-16,0,114,3,Commercial,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3MFJISTotxdsBTR,2022-11-16,0,156,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Other",2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,
R_1obeJ8PS3eooiQE,2022-11-23,1,737,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,1985,37,1.0,9.0,7,2,Trade/professional cert,2,Female,3.25,3.75,4.0,3.3333,3.0,1.0
R_cZ7xrfaRH23FPQR,2022-11-23,1,4857,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",2.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,1976,46,5.0,5.0,5,,Other,2,Female,3.5,2.75,3.0,2.0,2.3333,1.0
R_3dSpHXxa46FIGRZ,2022-11-16,0,125,6,Graduate,Graduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_OBWL0h58K9iNzZT,2022-11-16,0,151,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,
R_xgcLloHqOP8ugY9,2022-11-23,1,10862,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,1993,29,1.0,5.0,2,3,Bachelor's,2,Female,4.25,5.0,5.3333,5.0,4.3333,4.0
R_2xOXorLqNetjFJH,2022-11-16,0,383,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
